"","imdbRating","budget","release_month","duration_minutes","total_number_of_spoken_languages","total_number_of_genres","genre_action","genre_adventure","genre_animation","genre_biography","genre_comedy","genre_documentary","genre_drama","genre_family","genre_fantasy","genre_filmnoir","genre_history","genre_horror","genre_music","genre_musical","genre_scifi","genre_shortfilm","genre_thriller","genre_war","main_actor1_is_female","main_actor1_star_meter","main_actor2_star_meter","main_actor3_star_meter","total_number_of_actors","log_duration","country_prod_d","language_used_d"
"1091",7.2,0,3,90,1,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1070,1507,362,62,4.00733318523247,1,1
"1092",6.7,2e+07,6,90,2,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",465,426,300,18,3.76120011569356,0,1
"1093",8.1,1800000,8,120,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1405,1824,2568,39,4.33073334028633,1,1
"1094",6.1,0,6,60,1,2,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",1152,1976,2404,31,3.68887945411394,0,1
"1095",7.4,1e+07,11,120,1,3,"0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",602,493,947,25,4.39444915467244,1,1
"1096",7.7,0,1,90,1,2,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",1804,2096,1956,9,3.73766961828337,1,1
"1097",8,1e+07,5,150,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1175,694,870,31,4.85981240436167,0,1
"1098",5.3,0,1,90,1,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1888,1651,2998,5,3.80666248977032,0,1
"1099",5.5,7.5e+07,10,60,1,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1557,630,990,9,3.68887945411394,1,1
"1100",7.2,7100000,10,150,1,3,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",687,2206,996,13,4.85981240436167,0,0
"1101",6.8,6e+06,7,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1615,161,2682,58,3.71357206670431,1,1
"1102",6.8,2.5e+07,10,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",153,2400,905,13,3.87120101090789,1,1
"1103",7.8,3.5e+07,2,120,3,3,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",153,1910,500,12,4.35670882668959,1,0
"1104",8.1,6e+06,1,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0",463,2413,3296,28,4.15888308335967,1,1
"1105",6.6,0,1,60,2,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1718,1315,824,14,3.68887945411394,1,1
"1106",5.6,2.5e+07,11,90,1,3,"0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1",182,1149,2072,9,3.91202300542815,1,1
"1107",7.4,1500000,12,90,2,3,"0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","1",971,464,1523,14,4.11087386417331,0,0
"1108",6,1e+07,6,90,1,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",232,1551,1556,13,4.02535169073515,1,1
"1109",5.2,6e+07,10,90,2,3,"1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",212,2336,377,15,4.02535169073515,0,0
"1110",6,3e+07,3,90,1,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1",1624,1875,1042,56,4.07753744390572,0,1
"1111",6.4,0,9,90,1,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",457,730,1375,12,3.95124371858143,0,1
"1112",6.3,0,9,90,3,3,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0",215,2653,976,20,4.14313472639153,0,1
"1113",8.5,925000,4,90,1,3,"0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",1878,1517,2737,30,4.06044301054642,1,1
"1114",6.3,7e+07,9,90,1,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",420,523,686,8,4.02535169073515,0,1
"1115",7.5,2e+07,11,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1460,254,6,45,4.00733318523247,1,1
"1116",7.9,0,5,90,2,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1088,996,2665,6,4.06044301054642,0,1
"1117",6.5,8e+06,5,90,2,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",1795,1882,1270,15,4.14313472639153,1,1
"1118",5.9,0,3,90,1,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",692,391,1198,47,3.76120011569356,1,1
"1119",5.4,0,2,60,1,2,"0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",1295,661,2452,15,3.63758615972639,1,1
"1120",7.4,0,2,120,1,3,"1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1504,2412,1759,11,4.26267987704132,1,1
"1121",6.2,0,11,90,3,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",352,781,831,8,3.95124371858143,1,0
"1122",8.1,0,8,60,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",468,602,3306,16,3.3322045101752,1,1
"1123",6.4,0,4,60,1,3,"0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0",821,623,1069,10,3.29583686600433,1,1
"1124",6.9,0,8,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0",1466,1056,1868,18,4.15888308335967,1,1
"1125",7.3,950000,10,90,2,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1406,1071,302,11,4.11087386417331,0,1
"1126",7.7,355000,2,60,3,1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",1825,1185,1015,26,3.13549421592915,1,0
"1127",7.5,225000,5,60,1,1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",1296,642,2624,13,3.49650756146648,0,1
"1128",7.5,4e+07,11,120,5,2,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",1508,1552,2476,29,4.36944785246702,1,0
"1129",6.4,0,7,90,3,2,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",961,1181,188,17,4.0943445622221,1,0
"1130",6.5,0,11,90,2,3,"0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0",478,1883,727,12,3.76120011569356,0,1
"1131",5.7,0,12,60,2,3,"0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0",908,303,1220,11,3.66356164612965,0,1
"1132",6.7,280000,1,90,1,1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",478,2535,1088,14,3.71357206670431,0,1
"1133",6.4,0,5,60,1,3,"0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1",1130,520,3139,42,3.09104245335832,1,1
"1134",6.7,3e+07,3,90,4,2,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1",506,728,750,22,3.91202300542815,1,1
"1135",5.9,2e+07,6,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",746,2501,583,11,4.04305126783455,1,1
"1136",7,1.4e+07,5,120,2,3,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1458,391,1747,46,4.26267987704132,1,0
"1137",6,6e+07,2,90,2,3,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0",1413,1729,2451,23,4.00733318523247,0,1
"1138",6.4,5.7e+07,5,90,1,3,"1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1876,2433,2026,18,3.98898404656427,1,1
"1139",6.7,1.8e+07,6,90,2,3,"1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",1144,2396,546,15,4.07753744390572,0,1
"1140",5.5,6.8e+07,3,120,1,3,"0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0",1826,2239,2721,16,4.46590811865458,1,1
"1141",6.3,0,8,90,1,3,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",1876,1301,583,13,3.91202300542815,1,1
"1142",7,5e+07,9,90,1,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1708,1802,2135,15,3.8286413964891,0,1
"1143",7.2,6500000,6,90,1,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",390,125,1339,14,4.02535169073515,1,1
"1144",5.7,4e+07,3,90,1,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",227,2660,1711,41,3.97029191355212,1,1
"1145",6.2,0,8,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1240,2654,2212,14,3.71357206670431,1,1
"1146",6.9,3500000,8,90,2,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1233,12,2021,34,3.93182563272433,1,1
"1147",7.9,1.5e+07,1,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",666,2419,2499,25,3.93182563272433,1,1
"1148",5.5,5e+07,2,90,1,3,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",236,493,477,51,4.02535169073515,1,1
"1149",7.4,7500000,12,90,3,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1826,2171,1154,16,3.91202300542815,1,1
"1150",5.7,6785000,4,90,1,3,"0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","1",1942,1806,2076,7,3.98898404656427,0,1
"1151",6.5,1e+07,7,90,1,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1067,317,2396,19,3.89182029811063,1,1
"1152",7.3,0,9,90,1,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",813,250,761,15,4.23410650459726,0,1
"1153",7.4,2500000,9,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",724,80,1980,13,3.93182563272433,1,1
"1154",6.5,0,11,90,1,2,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1278,2549,896,15,4.12713438504509,1,1
"1155",6.4,0,8,90,1,3,"0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0",408,1699,2244,27,3.95124371858143,1,1
"1156",8.1,0,11,60,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0",844,382,999,35,2.94443897916644,1,1
"1157",6.6,6.5e+07,11,90,2,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",409,220,1192,18,3.8286413964891,1,1
"1158",6.1,9e+06,1,120,1,1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1",272,1162,1549,20,4.26267987704132,0,1
"1159",7.7,450000,11,90,1,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1586,2561,1513,15,3.71357206670431,1,1
"1160",6.9,6e+06,12,120,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1672,88,1296,15,4.55387689160054,1,1
"1161",6,0,9,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1",263,775,2478,6,4.14313472639153,1,1
"1162",7.3,1.6e+07,12,90,1,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",815,1082,409,80,4.06044301054642,1,1
"1163",6.6,4e+07,12,120,2,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",562,1996,676,20,4.47733681447821,1,1
"1164",7,0,3,120,1,3,"0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0",1896,940,237,17,4.44265125649032,0,1
"1165",5.2,1.6e+07,1,60,3,3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0",1099,794,657,16,3.66356164612965,1,1
"1166",6.2,78145000,3,120,4,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",366,1905,424,33,4.33073334028633,0,1
"1167",6.3,1.7e+07,7,90,1,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",755,257,1961,8,4.06044301054642,1,1
"1168",7.7,0,10,120,1,3,"0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0",69,1390,2385,12,4.36944785246702,0,0
"1169",6.6,8e+07,9,90,1,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1538,1057,2668,19,4.23410650459726,1,1
"1170",5.2,1e+07,9,90,1,3,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1",235,2303,1244,20,3.93182563272433,0,1
"1171",5.7,7e+06,11,120,1,3,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",957,1322,2236,19,4.30406509320417,1,1
"1172",5.8,0,8,60,1,1,"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1127,635,613,6,3.3322045101752,1,1
"1173",8.1,0,3,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1401,14,522,63,4.18965474202643,1,1
"1174",6.9,0,12,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1119,1725,142,14,4.07753744390572,1,1
"1175",7.5,0,7,90,3,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1",1583,2468,2732,13,4.06044301054642,1,1
"1176",7.7,51500000,9,90,5,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",1411,2297,953,16,3.93182563272433,0,1
"1177",7.2,8e+06,9,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",510,251,371,55,3.76120011569356,1,1
"1178",7.4,360000,5,90,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1118,1356,549,18,3.8286413964891,1,1
"1179",5.8,0,2,90,2,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",682,1733,1289,15,4.02535169073515,1,1
"1180",7.9,1.8e+07,9,120,1,3,"0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",153,1674,2053,68,4.35670882668959,1,1
"1181",5,0,5,90,2,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",874,1299,2422,32,3.93182563272433,1,1
"1182",5.3,0,12,90,3,3,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0",820,2017,169,8,3.89182029811063,0,1
"1183",6.1,0,8,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",606,227,254,10,3.78418963391826,0,0
"1184",6.6,8e+07,1,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1251,1479,1630,20,4.21950770517611,0,1
"1185",6.8,1500000,5,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",73,663,226,39,3.91202300542815,1,1
"1186",6.1,8e+07,3,120,1,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",888,1762,2112,51,4.29045944114839,1,1
"1187",8,2e+07,12,90,1,3,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0",153,1552,1878,28,4.02535169073515,1,1
"1188",7.8,0,2,120,4,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1903,1560,1957,21,4.31748811353631,0,0
"1189",5.9,8e+06,9,90,2,3,"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",1039,279,1137,5,3.93182563272433,0,1
"1190",7.3,4e+07,2,120,1,3,"0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0",484,591,1833,7,4.26267987704132,1,1
"1191",5.4,0,7,90,1,3,"1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",1125,661,580,23,3.91202300542815,0,1
"1192",6.2,0,1,120,1,3,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1223,474,1620,6,4.51085950651685,0,0
"1193",7.3,0,10,180,2,3,"0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",957,471,1209,9,4.89034912822175,0,1
"1194",5.9,0,6,90,1,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",65,1539,1521,13,3.97029191355212,1,1
"1195",7.7,4650000,12,120,2,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",278,1647,1052,15,4.26267987704132,1,1
"1196",7.5,4500000,4,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0",258,1576,1013,12,4.04305126783455,0,0
"1197",7.3,0,4,90,1,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",842,1606,1637,14,3.91202300542815,1,1
"1198",7.2,3e+06,5,60,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",649,2227,887,16,3.46573590279973,1,1
"1199",5.1,1e+07,5,90,1,3,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",118,742,115,7,3.73766961828337,1,1
"1200",6.9,3.2e+07,10,90,1,3,"0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0",1388,925,2443,24,3.87120101090789,1,1
"1201",7.6,3e+07,9,120,2,3,"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1",392,1009,813,18,4.31748811353631,1,0
"1202",6.9,2.5e+07,9,90,3,3,"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1",392,521,1143,22,4.17438726989564,0,0
"1203",6.3,3.1e+07,4,90,1,3,"0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1",860,1083,264,17,3.85014760171006,0,1
"1204",6.9,6e+06,8,120,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",263,1985,708,19,4.27666611901606,1,1
"1205",7.4,0,5,90,1,3,"1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1412,1555,1642,17,4.23410650459726,1,1
"1206",7.5,0,5,180,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",300,254,432,16,4.99721227376411,1,1
"1207",7.8,3.8e+07,12,150,3,3,"0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0",1367,573,1326,26,4.64439089914137,1,1
"1208",6.7,0,9,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0",1143,670,1079,12,3.71357206670431,1,1
"1209",6.9,750000,9,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",516,979,3168,5,4.02535169073515,0,0
"1210",7.6,8e+06,3,120,4,3,"0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",1903,2473,334,42,4.47733681447821,0,0
"1211",7.8,0,11,90,2,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",962,2264,420,9,3.95124371858143,0,0
"1212",7.2,8.5e+07,11,90,1,3,"0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1",3,2508,606,15,4.06044301054642,1,1
"1213",5.7,1e+08,11,120,3,3,"1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",602,2244,1695,13,4.27666611901606,1,1
"1214",6.8,1.1e+08,10,90,1,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",427,1662,2270,20,4.17438726989564,1,1
"1215",7.6,7e+07,3,120,3,3,"0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0",1283,1199,453,16,4.40671924726425,0,0
"1216",7.3,9e+07,11,120,1,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",3,734,842,44,4.4188406077966,1,1
"1217",5.5,3.8e+07,5,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1",47,1254,1475,24,4.17438726989564,1,1
"1218",7.2,0,9,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",790,2127,1283,20,3.78418963391826,1,1
"1219",7.3,1.3e+07,5,150,2,2,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0",1639,1476,537,8,4.71849887129509,0,1
"1220",6.2,6.6e+07,4,90,1,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1406,2239,1650,21,4.14313472639153,0,1
"1221",6.7,1e+08,5,90,1,3,"0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",187,1442,2599,25,3.97029191355212,1,1
"1222",7.2,0,10,120,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",537,1477,1241,12,4.47733681447821,0,1
"1223",6.1,1.2e+07,9,90,1,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",380,1157,939,10,3.93182563272433,0,1
"1224",6,1e+08,6,90,1,3,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",602,925,1732,18,4.18965474202643,0,1
"1225",7.4,20000,3,60,1,2,"0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0",25,432,1681,11,3.68887945411394,1,1
"1226",5,0,1,90,1,2,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0",1414,2636,1053,4,3.80666248977032,0,1
"1227",5.4,6e+06,11,90,1,3,"0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0",1414,1110,1814,7,3.8286413964891,1,1
"1228",5.7,0,10,90,1,3,"0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0",1414,1575,1900,8,3.73766961828337,1,1
"1229",7.6,8e+06,6,90,1,3,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",21,1888,3028,45,4.12713438504509,1,1
"1230",6.7,0,12,90,1,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1112,1771,18,13,3.91202300542815,1,1
"1231",7.2,6e+06,5,90,1,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1752,1539,1755,14,3.91202300542815,1,1
"1232",5.9,4e+07,2,60,1,3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1021,1957,1399,17,3.68887945411394,0,1
"1233",6.2,2500000,5,90,1,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1332,2173,275,13,3.89182029811063,1,1
"1234",6.8,5e+07,10,90,4,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",352,812,346,36,4.18965474202643,1,1
"1235",6.6,1e+07,6,90,3,3,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",390,504,1446,20,4.20469261939097,1,1
"1236",6.3,0,3,90,1,3,"0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1",917,2331,188,8,3.87120101090789,1,1
"1237",7.5,0,9,120,1,3,"0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1",1173,934,1544,23,4.33073334028633,0,0
"1238",6.4,0,11,90,2,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",714,91,3145,10,3.8286413964891,0,1
"1239",8.4,2e+07,3,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0",815,1832,1628,19,4.07753744390572,1,1
"1240",7.7,0,5,90,2,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",309,138,1453,17,4.14313472639153,0,1
"1241",6.5,125000,6,90,3,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",228,1361,1985,9,3.71357206670431,1,1
"1242",6.6,2.5e+07,2,90,5,2,"0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1493,1053,2382,22,3.78418963391826,1,1
"1243",5.4,1.75e+08,6,90,1,3,"0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0",954,168,59,17,3.85014760171006,1,1
"1244",6.7,6e+07,8,90,2,2,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0",528,309,898,15,3.85014760171006,0,1
"1245",6.9,2.6e+07,7,120,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1726,1289,484,25,4.27666611901606,1,1
"1246",7.2,0,3,30,1,2,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0",1399,364,2970,5,1,1,1
"1247",6.2,0,12,90,1,2,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",21,1730,921,7,4.11087386417331,1,1
"1248",6.2,0,11,120,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1876,1596,294,9,4.35670882668959,1,1
"1249",7.2,2.1e+07,12,90,1,2,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1159,2357,916,16,3.91202300542815,1,1
"1250",6.8,2e+07,12,90,1,3,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1",1726,1979,593,117,3.95124371858143,1,1
"1251",6.5,5e+06,10,90,1,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",633,1884,1390,17,3.87120101090789,1,1
"1252",6.5,1.7e+07,4,90,1,1,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1",1372,1950,1702,14,3.73766961828337,1,1
"1253",6.3,5.5e+07,12,120,2,3,"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1",1064,268,1082,12,4.44265125649032,1,1
"1254",6,8e+07,6,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1017,2405,2679,20,3.95124371858143,1,1
"1255",6.9,0,6,90,3,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1829,2393,3160,10,3.95124371858143,0,0
"1256",6.4,5.5e+07,3,120,1,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1752,331,327,18,4.43081679884331,1,1
"1257",7.4,0,5,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1112,1517,129,12,4.00733318523247,1,1
"1258",6.8,1.5e+07,4,90,1,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1",1810,1717,1974,17,3.87120101090789,0,1
"1259",5.5,5e+07,3,90,1,3,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",229,72,2171,15,3.95124371858143,0,0
"1260",6.9,4e+06,3,180,1,3,"1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",964,2157,2675,17,5.06890420222023,1,1
