"","imdbRating","budget","release_month","duration_minutes","total_number_of_spoken_languages","total_number_of_genres","genre_action","genre_adventure","genre_animation","genre_biography","genre_comedy","genre_documentary","genre_drama","genre_family","genre_fantasy","genre_filmnoir","genre_history","genre_horror","genre_music","genre_musical","genre_scifi","genre_shortfilm","genre_thriller","genre_war","main_actor1_is_female","main_actor1_star_meter","main_actor2_star_meter","main_actor3_star_meter","total_number_of_actors","log_duration","country_prod_d","language_used_d"
"2152",5.8,0,7,90,1,2,"0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0",1569,1381,2377,7,3.80666248977032,1,1
"2153",6.1,8.5e+07,6,120,1,3,"1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",602,1615,271,22,4.39444915467244,1,1
"2154",5.7,0,5,90,0,3,"0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0",499,1439,2173,9,3.85014760171006,1,0
"2155",6.3,4.5e+07,1,90,2,3,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1121,1904,294,7,4.14313472639153,1,1
"2156",6.4,6.7e+07,9,90,1,3,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",811,202,2441,25,3.95124371858143,1,1
"2157",6.6,7e+06,5,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",570,458,299,15,3.71357206670431,0,1
"2158",7.3,0,10,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",862,1827,1078,29,3.8286413964891,0,1
"2159",7.4,0,7,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",513,1872,206,15,3.89182029811063,1,1
"2160",6.7,2.8e+07,10,90,1,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1159,2497,3277,17,4.02535169073515,1,1
"2161",7.3,850000,7,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",804,2591,1118,11,4.06044301054642,1,1
"2162",7.3,5300000,5,120,7,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1775,1350,2530,20,4.29045944114839,0,0
"2163",8.2,1020000,10,60,1,3,"0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1",1206,200,743,42,3.66356164612965,1,1
"2164",6.5,0,5,90,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",358,1855,916,20,3.98898404656427,1,1
"2165",7.9,0,5,120,2,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",50,820,2831,19,4.54329478227,0,0
"2166",7.2,0,9,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",1380,767,1360,7,3.98898404656427,0,0
"2167",7.4,5.3e+07,10,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",482,1536,2085,20,4.0943445622221,1,1
"2168",7,0,1,90,1,1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1012,231,2675,10,3.91202300542815,1,1
"2169",8.4,1.5e+07,12,210,3,3,"0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",903,1566,2103,53,5.11799381241676,0,0
"2170",7.4,6500000,9,90,2,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",1229,833,2085,18,4.02535169073515,0,1
"2171",7.4,0,12,120,3,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",516,1138,714,16,4.33073334028633,0,1
"2172",7.7,0,9,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",284,2073,1536,15,3.93182563272433,0,0
"2173",6.7,0,10,120,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1601,2052,622,10,4.26267987704132,0,0
"2174",5.5,2.4e+07,11,90,1,3,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1786,2092,1993,6,3.89182029811063,0,0
"2175",7.7,12500000,4,60,1,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",716,1671,2208,13,3.43398720448515,0,0
"2176",8.5,1e+07,4,120,2,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",989,2298,2040,55,4.29045944114839,0,0
"2177",7.7,0,5,150,3,3,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",309,1274,958,22,4.77912349311153,0,1
"2178",5.7,0,9,60,1,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",1917,210,2572,15,3.68887945411394,0,0
"2179",7.8,0,5,120,2,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",417,1584,130,22,4.33073334028633,0,1
"2180",7.8,9e+05,10,90,4,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",714,533,1995,8,3.98898404656427,0,1
"2181",7.7,0,7,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1863,1706,1210,20,3.95124371858143,0,0
"2182",7.1,2.9e+07,1,120,3,3,"1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",853,837,3232,21,4.47733681447821,0,0
"2183",7.8,0,12,90,1,3,"0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0",806,2391,1725,12,4.23410650459726,0,1
"2184",7.5,0,5,90,1,3,"0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0",516,1700,3210,8,3.73766961828337,0,0
"2185",5.5,0,9,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",714,1446,535,14,3.97029191355212,0,0
"2186",8.3,0,4,120,5,3,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",441,1965,1718,14,4.58496747867057,0,0
"2187",8.1,1.4e+07,5,90,1,2,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1618,1167,2919,23,4.14313472639153,0,0
"2188",7.4,0,3,90,3,2,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1826,985,2278,24,4.07753744390572,1,1
"2189",7.8,0,12,90,1,3,"0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1",1206,461,3290,14,4.11087386417331,1,1
"2190",6.5,9e+06,9,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1177,1100,2072,17,4.00733318523247,1,1
"2191",7.6,3600000,10,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",236,1380,1546,13,4.14313472639153,1,1
"2192",5.8,0,6,90,1,3,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",579,729,366,29,4.20469261939097,1,1
"2193",6.2,1.8e+07,7,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1188,1111,278,21,3.85014760171006,1,1
"2194",7,8e+07,7,90,1,3,"0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1",1900,2035,636,22,3.87120101090789,0,1
"2195",5.1,2.6e+07,1,90,1,3,"1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0",1016,2571,2761,15,3.93182563272433,1,1
"2196",5.3,2e+07,12,90,3,3,"1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1926,1307,2546,11,3.89182029811063,1,0
"2197",6.8,1.4e+08,12,90,1,3,"0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0",815,1994,1940,21,4.07753744390572,0,1
"2198",6.2,0,1,120,3,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",1631,232,153,16,4.26267987704132,0,1
"2199",7.5,8e+07,11,120,2,3,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",618,2015,2486,15,4.43081679884331,0,0
"2200",8.6,1.6e+07,9,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",948,1155,2317,39,4.11087386417331,0,1
"2201",6.2,2.5e+07,4,90,1,3,"1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1",1938,2228,788,38,4.02535169073515,0,0
"2202",7.4,0,4,90,1,2,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",455,1138,3086,16,4.14313472639153,0,0
"2203",6,0,1,90,3,3,"0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0",378,1706,3115,20,3.95124371858143,0,1
"2204",7.2,0,5,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0",1310,2015,3255,13,3.93182563272433,0,0
"2205",7.8,0,3,60,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",378,1533,2860,16,3.68887945411394,0,0
"2206",6.8,0,2,90,4,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1",359,1376,1257,13,4.21950770517611,0,1
"2207",7.5,0,5,120,3,3,"0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",1399,1009,2662,15,4.44265125649032,1,1
"2208",7.8,0,2,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1",1173,1499,2555,9,3.73766961828337,0,0
"2209",7.1,1.3e+07,6,120,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1775,2265,1509,27,4.38202663467388,0,0
"2210",6.9,2365000,9,90,1,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",948,837,2904,20,4.04305126783455,0,0
"2211",6.3,0,11,90,3,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",770,172,633,10,3.89182029811063,1,1
"2212",6.6,0,7,60,1,3,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0",1590,1831,237,24,3.49650756146648,0,1
"2213",7.6,1.5e+07,3,90,1,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1251,1087,860,19,4.11087386417331,1,1
"2214",7.2,2.5e+07,7,90,2,2,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1251,1087,1037,21,4.17438726989564,1,1
"2215",6.7,3.5e+07,5,90,1,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1251,1087,1037,11,4.23410650459726,1,1
"2216",6.6,1.4e+08,7,120,3,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",1251,1087,1037,21,4.35670882668959,1,1
"2217",6,4e+06,11,60,4,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1742,353,1680,20,3.55534806148941,1,1
"2218",8,0,4,60,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1523,2301,2846,13,3.63758615972639,1,1
"2219",6,0,4,90,1,2,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1",1078,1833,2072,15,4.11087386417331,1,1
"2220",6.5,3e+07,5,90,3,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1052,2455,3100,17,4.02535169073515,1,1
"2221",5.7,0,3,90,1,3,"0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",733,2142,2201,13,3.89182029811063,0,1
"2222",7.2,0,3,90,1,2,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1",824,1373,2815,11,3.93182563272433,0,0
"2223",7.1,0,1,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",440,1002,1806,10,4.02535169073515,0,0
"2224",6.8,4.5e+07,3,60,1,3,"0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0",815,2661,264,13,3.61091791264422,1,1
"2225",7.9,0,10,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1602,2280,2239,65,3.89182029811063,1,1
"2226",6.8,0,9,90,1,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1029,677,756,13,3.87120101090789,1,1
"2227",6.6,3.2e+07,7,120,2,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",838,935,1905,19,4.43081679884331,0,1
"2228",6.2,8e+06,7,90,1,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",866,1064,1440,8,3.71357206670431,1,1
"2229",6.6,8e+07,4,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1894,1248,3081,16,4.07753744390572,1,1
"2230",7.6,1.8e+07,10,120,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",772,1022,2634,9,4.33073334028633,1,1
"2231",6.5,3.8e+07,10,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1471,749,748,20,4.17438726989564,1,1
"2232",6.5,4500000,10,90,1,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1945,1504,1109,12,3.87120101090789,1,1
"2233",7.4,0,11,90,1,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1778,1046,2273,10,3.98898404656427,0,1
"2234",8.1,1.2e+08,11,120,6,3,"0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0",1269,1856,763,21,4.35670882668959,1,0
"2235",6.1,2.5e+07,6,90,2,3,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0",253,1477,578,15,4.20469261939097,0,1
"2236",6.7,250000,10,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",445,1478,2759,10,3.71357206670431,1,1
"2237",7.1,2500000,2,90,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",153,1443,396,4,3.93182563272433,1,1
"2238",8.4,0,10,60,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1",690,1500,3174,26,3.43398720448515,1,1
"2239",7.7,0,6,90,1,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1161,1290,2896,8,3.80666248977032,1,1
"2240",7.1,8e+07,6,60,1,3,"0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",951,1021,428,11,3.58351893845611,1,1
"2241",6.2,0,1,60,4,3,"0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",282,1927,1148,16,2.94443897916644,1,1
"2242",7.4,2.7e+07,3,90,5,3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",1865,1571,2285,16,4.02535169073515,1,1
"2243",6.7,2.4e+07,3,90,2,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",948,280,1775,40,4.18965474202643,0,1
"2244",7.2,0,2,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1133,983,2140,12,4.0943445622221,0,0
"2245",7.5,6.5e+07,11,120,1,3,"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",1301,725,1511,71,4.60517018598809,0,1
"2246",8.3,3.5e+07,4,150,3,3,"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",1380,1682,1538,15,4.82028156560504,0,0
"2247",6,6e+06,6,90,1,3,"1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1926,999,471,8,4.02535169073515,1,1
"2248",6.2,3.5e+07,10,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0",579,1994,2778,8,3.76120011569356,1,1
"2249",7.7,0,10,90,0,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1777,1572,1349,18,3.8286413964891,1,0
"2250",6,0,6,90,1,3,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0",226,2250,31,7,4.24849524204936,1,1
"2251",7.7,1.5e+07,12,120,1,2,"0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",621,794,908,22,4.49980967033027,1,1
"2252",5.2,3.5e+07,8,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1920,425,2668,20,4.12713438504509,1,1
"2253",6,3.5e+07,12,120,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",517,366,2914,12,4.51085950651685,0,1
"2254",7.6,2.6e+07,10,120,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1354,2649,616,24,4.46590811865458,1,1
"2255",5.7,0,10,90,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",579,2077,1895,5,3.91202300542815,1,1
"2256",6.4,0,7,90,2,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",392,309,2421,20,4.17438726989564,0,1
"2257",6.2,0,10,90,1,3,"0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0",861,1035,2494,18,4.06044301054642,1,1
"2258",7.9,8e+06,7,90,1,3,"0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",942,1985,1435,27,3.97029191355212,1,1
"2259",5.3,8.5e+07,11,90,2,2,"0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",1168,352,1300,20,3.71357206670431,1,1
"2260",6.8,0,10,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",297,817,1400,7,3.89182029811063,1,1
"2261",7,0,11,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1",1286,546,2611,15,3.87120101090789,0,1
"2262",7.4,0,11,90,2,3,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1",878,2385,707,19,4.18965474202643,1,1
"2263",7.3,0,4,120,1,3,"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1",1629,2456,92,17,4.27666611901606,1,1
"2264",7.3,1.8e+07,12,90,3,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1142,2244,2537,10,4.18965474202643,1,1
"2265",7.3,1.1e+08,6,120,3,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",811,728,2336,23,4.36944785246702,0,1
"2266",7.5,5e+05,1,60,1,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",260,2127,402,9,3.68887945411394,1,1
"2267",6.8,0,7,90,2,1,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",503,1944,812,7,3.8286413964891,1,1
"2268",6.6,0,9,90,1,3,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1604,2217,2154,29,4.11087386417331,0,0
"2269",7.4,0,12,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1043,2216,99,19,4.04305126783455,0,0
"2270",6.3,2.4e+07,8,90,1,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",352,464,2341,20,4.18965474202643,1,1
"2271",8.2,1350000,3,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",847,1197,2877,27,4.02535169073515,0,1
"2272",6.1,2e+07,4,90,1,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0",843,2557,864,13,3.8286413964891,0,1
"2273",6.8,9e+06,6,90,1,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1534,2021,197,19,4.24849524204936,1,1
"2274",7.8,1530000,8,60,3,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1",732,261,2389,23,3.46573590279973,0,0
"2275",7.7,2e+06,6,150,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1287,2191,2182,11,4.64439089914137,0,1
"2276",7.8,4e+07,12,120,1,3,"1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",849,2326,875,47,4.27666611901606,1,1
"2277",7.7,0,5,90,2,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",513,1714,1842,11,4.06044301054642,1,1
"2278",6.5,0,4,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1557,1150,2543,16,4.07753744390572,1,1
"2279",7.8,0,10,150,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",878,500,2269,5,4.8283137373023,1,1
"2280",7.6,0,5,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1432,744,2330,14,3.85014760171006,1,1
"2281",5.8,7500000,10,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1557,688,2563,8,3.78418963391826,1,1
"2282",7.2,0,5,90,1,3,"0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0",667,1036,1531,21,4.24849524204936,0,1
"2283",7.5,3e+07,9,90,1,3,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1615,1106,567,34,4.23410650459726,0,1
"2284",5.8,0,2,60,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1",1584,394,3151,9,2.89037175789616,1,1
"2285",6.9,0,2,150,1,2,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",903,1725,3135,14,4.65396035015752,0,1
"2286",6,0,8,90,1,3,"0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0",500,1457,2310,17,4.24849524204936,1,1
"2287",6.4,0,3,90,1,3,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",518,1062,1551,27,3.71357206670431,1,1
"2288",7.6,4.2e+07,9,120,8,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",236,1631,1983,20,4.29045944114839,0,0
"2289",7.1,2.5e+07,6,90,2,3,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",569,633,695,20,4.06044301054642,0,1
"2290",7.4,0,12,120,1,2,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",332,415,2969,8,4.40671924726425,0,0
"2291",6,0,10,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0",504,1593,3108,5,3.97029191355212,0,0
"2292",5.2,0,7,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1300,164,1409,11,3.89182029811063,1,1
"2293",6.7,0,5,120,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0",1380,1138,1882,7,4.38202663467388,1,1
"2294",7.7,1.5e+07,1,120,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0",1783,352,3142,41,4.44265125649032,1,1
"2295",5,8e+07,4,120,1,3,"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",1508,1123,483,20,4.39444915467244,1,1
"2296",7.8,4e+06,8,90,2,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",199,161,1547,22,3.97029191355212,0,0
"2297",6.7,3e+07,11,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",463,1164,1671,21,4.14313472639153,1,1
"2298",6.8,12500000,7,120,3,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1664,1117,430,7,4.40671924726425,0,0
"2299",7.7,4e+07,9,120,3,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",570,2430,1865,39,4.45434729625351,0,1
"2300",6.1,0,4,90,1,3,"0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0",1490,2427,2635,11,3.85014760171006,1,1
"2301",6.9,0,7,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1024,1654,2940,20,3.73766961828337,1,1
"2302",5.6,1.8e+07,9,90,1,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",852,584,1713,16,4.0943445622221,0,1
"2303",6.7,0,8,90,2,3,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1112,2290,1072,14,3.97029191355212,1,1
"2304",5.6,0,6,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",87,912,3235,12,4.21950770517611,1,1
"2305",6.9,2200000,12,90,2,2,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1",1114,1845,515,12,3.91202300542815,1,1
"2306",7.5,0,3,90,1,2,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",419,321,54,4,3.76120011569356,0,1
"2307",6.9,2e+06,5,90,2,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1099,2110,2096,4,4.07753744390572,1,1
"2308",7.2,5e+05,2,90,1,2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0",624,472,2090,15,3.89182029811063,0,0
"2309",7.1,0,3,150,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",363,949,2100,32,4.66343909411207,0,0
"2310",5,0,7,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1043,455,459,10,3.76120011569356,0,1
"2311",7.8,2.7e+07,2,90,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1700,1106,3275,17,4.11087386417331,0,1
"2312",5,6.5e+07,10,90,1,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1557,324,928,15,4.02535169073515,0,1
"2313",5.9,0,5,120,1,3,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",419,2357,754,8,4.31748811353631,1,1
"2314",7.7,0,12,210,3,3,"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",454,1533,2274,20,5.2257466737132,0,0
"2315",7,0,2,90,1,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1",577,1759,1397,5,4.18965474202643,0,0
"2316",7,0,8,90,1,3,"0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",1785,1699,607,14,3.97029191355212,1,1
"2317",7.4,0,9,120,1,2,"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",513,1872,2078,15,4.29045944114839,1,1
"2318",6.7,0,10,120,2,3,"0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0",122,2621,735,21,4.30406509320417,0,1
"2319",7.7,3500000,1,90,3,3,"0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0",325,1348,1484,25,4.20469261939097,1,1
"2320",7,0,6,90,2,2,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1217,2449,788,4,3.98898404656427,0,0
"2321",7.4,0,1,120,1,1,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",1098,1738,2524,20,4.4188406077966,0,1
