"","duration_minutes","genre_drama","total_number_of_actors","genre_action","genre_documentary","genre_horror","genre_comedy","genre_family","genre_filmnoir","genre_animation","budget","budget_duration","main_actor1_is_female","duration_genres","budget_genres","short_duration","release_month","genre_musical","genre_war","action_budget","budget_language","duration_actors","genre_biography","total_number_of_spoken_languages","war_budget","imdbRating"
"661",90,1,11,0,0,0,1,0,0,0,0,0,0,270,0,0,"10",0,0,0,0,990,0,1,0,7.5
"662",120,1,7,1,0,0,0,0,0,0,0,0,1,360,0,0,"11",0,0,0,0,840,0,1,0,5.2
"663",90,0,19,1,0,0,0,0,0,0,5500000,4.95e+08,0,270,16500000,0,"10",0,0,5500000,5500000,1710,0,1,0,7.5
"664",90,1,10,0,0,0,0,0,0,0,0,0,0,270,0,0,"6",0,0,0,0,900,0,1,0,7
"665",90,1,40,0,0,0,1,0,0,0,3e+07,2.7e+09,0,270,9e+07,0,"5",0,0,0,3e+07,3600,0,1,0,6.9
"666",90,0,18,0,0,0,0,0,0,0,0,0,0,180,0,0,"10",0,0,0,0,1620,0,1,0,7.3
"667",90,1,19,1,0,0,0,0,0,0,2.5e+07,2.25e+09,0,270,7.5e+07,0,"9",0,0,2.5e+07,2.5e+07,1710,0,1,0,6.2
"668",90,0,6,0,1,0,0,0,0,0,0,0,0,90,0,0,"5",0,0,0,0,540,0,3,0,8
"669",90,1,33,0,0,0,0,0,0,0,5.5e+07,4.95e+09,1,270,1.65e+08,0,"11",1,0,0,5.5e+07,2970,0,1,0,6.3
"670",90,1,49,0,0,0,1,0,0,0,3.7e+07,3.33e+09,0,270,1.11e+08,0,"9",0,0,0,3.7e+07,4410,0,1,0,7
"671",90,0,12,0,0,1,0,0,0,0,0,0,1,180,0,0,"10",0,0,0,0,1080,0,1,0,6.5
"672",90,1,9,0,0,0,1,0,0,0,0,0,1,270,0,0,"8",0,0,0,0,810,0,1,0,6.7
"673",90,1,10,0,0,0,0,0,0,0,0,0,1,90,0,0,"11",0,0,0,0,900,0,1,0,6.4
"674",60,0,20,1,0,0,0,0,0,1,0,0,0,180,0,0,"8",0,0,0,0,1200,0,1,0,5.9
"675",90,0,11,0,0,0,1,1,0,0,0,0,1,270,0,0,"3",1,0,0,0,990,0,1,0,6.9
"676",90,0,18,0,0,0,1,0,0,0,0,0,1,180,0,0,"4",1,0,0,0,1620,0,3,0,6.6
"677",120,1,21,0,0,0,0,0,0,0,0,0,0,360,0,0,"10",0,0,0,0,2520,1,1,0,7.1
"678",90,1,23,0,0,1,0,0,0,0,1e+07,9e+08,1,270,3e+07,0,"9",0,0,0,1e+07,2070,0,1,0,6.5
"679",60,0,18,0,0,1,0,0,0,0,1250000,7.5e+07,0,120,2500000,0,"8",0,0,0,1250000,1080,0,1,0,5.4
"680",90,0,12,0,0,0,1,0,0,0,7e+06,6.3e+08,0,270,2.1e+07,0,"1",0,0,0,1.4e+07,1080,0,2,0,6.1
"681",120,1,23,0,0,0,0,0,0,0,6e+06,7.2e+08,1,240,1.2e+07,0,"2",1,0,0,2.4e+07,2760,0,4,0,7.9
"682",60,0,13,0,0,0,1,0,0,0,0,0,0,180,0,0,"1",0,0,0,0,780,0,1,0,5
"683",90,0,13,0,0,1,0,0,0,0,1500000,1.35e+08,0,90,1500000,0,"8",0,0,0,1500000,1170,0,1,0,5.6
"684",90,1,14,0,0,0,0,0,0,0,0,0,0,270,0,0,"5",0,0,0,0,1260,0,1,0,7.3
"685",90,0,55,0,0,0,1,0,0,0,6e+06,5.4e+08,0,180,1.2e+07,0,"7",0,0,0,6e+06,4950,0,1,0,7.4
"686",90,1,16,0,0,0,1,1,0,0,0,0,1,270,0,0,"3",0,0,0,0,1440,0,1,0,5.4
"687",90,1,27,0,0,0,0,0,0,0,1.2e+07,1.08e+09,0,270,3.6e+07,0,"12",0,0,0,1.2e+07,2430,1,1,0,6.9
"688",90,1,21,0,0,0,0,0,0,0,0,0,0,180,0,0,"7",0,0,0,0,1890,0,1,0,6.4
"689",90,0,15,0,0,0,1,0,0,0,0,0,1,270,0,0,"9",1,0,0,0,1350,0,1,0,8.1
"690",90,0,8,0,0,0,1,0,0,0,0,0,1,270,0,0,"11",1,0,0,0,720,0,1,0,7.3
"691",90,0,11,0,0,0,1,0,0,0,0,0,1,180,0,0,"12",0,0,0,0,990,0,1,0,6.2
"692",90,1,13,0,0,0,0,0,0,0,0,0,1,180,0,0,"12",0,0,0,0,1170,0,1,0,7.6
"693",90,0,20,0,0,0,1,0,0,0,0,0,0,180,0,0,"8",0,0,0,0,1800,0,1,0,5.8
"694",90,1,10,0,0,0,0,0,0,0,0,0,1,180,0,0,"2",0,0,0,0,900,0,1,0,7.3
"695",90,1,15,0,0,1,0,0,0,0,6e+06,5.4e+08,1,270,1.8e+07,0,"10",0,0,0,6e+06,1350,0,1,0,6.5
"696",90,0,10,0,0,0,1,0,0,0,125000,11250000,0,270,375000,0,"10",1,0,0,250000,900,1,2,0,7.3
"697",90,1,9,0,0,0,1,0,0,0,1800000,1.62e+08,0,270,5400000,0,"8",0,0,0,1800000,810,0,1,0,6.7
"698",90,0,22,0,0,0,1,0,0,0,1e+07,9e+08,1,180,2e+07,0,"6",0,0,0,1e+07,1980,0,1,0,6.5
"699",120,0,27,0,0,0,0,0,0,0,3.5e+07,4.2e+09,0,120,3.5e+07,0,"11",0,0,0,3.5e+07,3240,0,1,0,7.3
"700",90,0,26,0,0,0,0,0,0,0,0,0,0,90,0,0,"4",0,0,0,0,2340,0,1,0,7.8
"701",120,0,9,0,1,0,0,0,0,0,2e+07,2.4e+09,0,120,2e+07,0,"9",0,0,0,4e+07,1080,0,2,0,7.4
"702",120,0,16,1,0,0,0,0,0,0,5e+06,6e+08,0,360,1.5e+07,0,"12",0,0,5e+06,5e+06,1920,0,1,0,6.8
"703",120,0,56,1,0,0,0,0,0,0,1.4e+08,1.68e+10,0,360,4.2e+08,0,"7",0,0,1.4e+08,4.2e+08,6720,0,3,0,6.8
"704",120,0,70,1,0,0,0,0,0,0,1.7e+08,2.04e+10,0,360,5.1e+08,0,"3",0,0,1.7e+08,1.7e+08,8400,0,1,0,8.2
"705",90,0,30,1,0,0,0,0,0,0,0,0,0,180,0,0,"12",0,0,0,0,2700,0,1,0,7.8
"706",120,1,13,0,0,0,0,0,0,0,0,0,0,240,0,0,"12",0,0,0,0,1560,0,1,0,7
"707",90,1,16,1,0,0,0,0,0,0,0,0,0,270,0,0,"4",0,0,0,0,1440,0,1,0,7.5
"708",120,1,24,0,0,0,1,0,0,0,0,0,0,360,0,0,"12",0,1,0,0,2880,0,2,0,7
"709",120,1,17,0,0,0,0,0,0,0,5.5e+07,6.6e+09,0,360,1.65e+08,0,"10",0,0,0,1.1e+08,2040,1,2,0,8
"710",90,0,17,0,0,0,1,0,0,0,2.4e+07,2.16e+09,0,180,4.8e+07,0,"9",0,0,0,2.4e+07,1530,0,1,0,5.5
"711",90,1,58,0,0,0,0,1,0,0,1645000,148050000,0,270,4935000,0,"6",0,0,0,4935000,5220,0,3,0,8
"712",90,1,15,1,0,0,0,0,0,0,0,0,0,270,0,0,"2",0,1,0,0,1350,0,1,0,6.5
"713",90,1,20,0,0,0,0,0,0,0,0,0,0,270,0,0,"8",0,0,0,0,1800,1,1,0,6.7
"714",60,0,7,0,0,0,0,1,0,1,0,0,0,180,0,0,"3",0,0,0,0,420,0,1,0,5.2
"715",60,0,15,0,0,0,1,0,0,0,0,0,0,180,0,0,"9",1,0,0,0,900,0,1,0,7.2
"716",60,0,10,0,0,0,0,0,0,0,0,0,1,120,0,0,"11",0,0,0,0,600,0,1,0,5
"717",120,1,63,0,0,0,0,0,0,0,3e+07,3.6e+09,0,240,6e+07,0,"11",0,0,0,6e+07,7560,0,2,0,7.9
"718",60,1,6,0,0,0,1,0,0,0,2.5e+07,1.5e+09,1,120,5e+07,0,"9",0,0,0,2.5e+07,360,0,1,0,7.2
"719",90,1,8,0,0,0,0,0,0,0,0,0,0,90,0,0,"10",0,0,0,0,720,0,1,0,7
"720",120,1,12,0,0,0,0,0,0,0,0,0,0,240,0,0,"2",1,0,0,0,1440,0,2,0,7
"721",90,0,23,0,0,1,0,0,0,0,1800000,1.62e+08,1,180,3600000,0,"11",0,0,0,1800000,2070,0,1,0,7.4
"722",60,1,13,0,0,1,0,0,0,0,0,0,0,180,0,0,"9",0,0,0,0,780,0,1,0,6.1
"723",90,0,48,0,0,0,1,0,0,1,1.2e+08,1.08e+10,0,270,3.6e+08,0,"6",0,0,0,4.8e+08,4320,0,4,0,7.3
"724",90,0,47,0,0,0,1,0,0,1,2e+08,1.8e+10,0,270,6e+08,0,"6",0,0,0,8e+08,4230,0,4,0,6.4
"725",90,1,14,0,0,0,0,0,0,0,0,0,1,270,0,0,"2",0,1,0,0,1260,1,3,0,7.3
"726",90,1,105,0,0,0,0,0,0,0,875000,78750000,0,270,2625000,0,"11",0,1,0,3500000,9450,0,4,875000,8.6
"727",90,1,23,0,0,0,1,0,0,0,0,0,0,270,0,0,"9",0,0,0,0,2070,0,2,0,7.3
"728",150,1,20,0,0,0,0,0,0,0,5.2e+07,7.8e+09,0,450,1.56e+08,0,"11",0,0,0,5.2e+07,3000,1,1,0,8.2
"729",120,0,79,1,0,0,0,0,0,0,1.5e+08,1.8e+10,0,360,4.5e+08,0,"11",0,0,1.5e+08,3e+08,9480,0,2,0,8
"730",120,0,45,1,0,0,1,0,0,0,1.2e+07,1.44e+09,0,360,3.6e+07,0,"4",0,0,1.2e+07,6e+07,5400,0,5,0,5.2
"731",90,0,34,0,0,0,1,1,0,0,5e+07,4.5e+09,1,270,1.5e+08,0,"5",0,0,0,5e+07,3060,0,1,0,5.9
"732",90,1,17,0,0,0,0,0,0,0,0,0,0,270,0,0,"6",0,0,0,0,1530,0,1,0,6.8
"733",90,1,64,0,0,0,1,0,0,0,0,0,0,270,0,0,"12",0,0,0,0,5760,0,5,0,7.2
"734",120,1,33,0,0,0,0,0,0,0,0,0,0,360,0,0,"3",0,0,0,0,3960,0,1,0,6.4
"735",120,1,14,0,0,0,0,0,0,0,9e+07,1.08e+10,0,240,1.8e+08,0,"12",0,0,0,1.8e+08,1680,0,2,0,7.7
"736",90,1,20,0,0,0,0,0,0,0,0,0,0,270,0,0,"10",0,1,0,0,1800,0,1,0,6.2
"737",90,1,11,0,0,0,0,0,0,0,22500000,2.025e+09,0,270,67500000,0,"8",0,1,0,22500000,990,0,1,22500000,7
"738",90,0,13,0,0,0,1,0,0,0,0,0,1,270,0,0,"6",1,0,0,0,1170,0,1,0,6.9
"739",90,1,12,0,0,0,0,0,0,0,3e+06,2.7e+08,1,90,3e+06,0,"2",0,0,0,3e+06,1080,0,1,0,8.1
"740",90,1,10,0,0,1,0,0,0,0,0,0,1,270,0,0,"4",0,0,0,0,900,0,1,0,6
"741",90,1,13,0,0,0,0,0,0,0,0,0,0,270,0,0,"10",0,0,0,0,1170,1,3,0,6.8
"742",120,1,123,0,0,0,0,0,0,0,5.2e+07,6.24e+09,0,360,1.56e+08,0,"12",0,0,0,1.04e+08,14760,1,2,0,8
"743",60,0,8,0,0,0,1,0,0,0,6e+07,3.6e+09,0,60,6e+07,0,"7",0,0,0,2.4e+08,480,0,4,0,5.2
"744",90,0,16,0,0,1,1,0,0,0,0,0,1,270,0,0,"4",0,0,0,0,1440,0,1,0,6.2
"745",60,1,16,0,0,0,0,0,1,0,0,0,0,180,0,0,"2",0,0,0,0,960,0,1,0,7.2
"746",90,1,17,0,0,0,0,0,0,0,1180000,106200000,1,270,3540000,0,"2",0,1,0,1180000,1530,0,1,1180000,6.2
"747",60,0,14,0,0,0,1,0,0,0,0,0,1,60,0,0,"2",0,0,0,0,840,0,1,0,6.3
"748",90,1,25,1,0,0,0,0,0,0,5700000,5.13e+08,0,270,17100000,0,"11",0,0,5700000,17100000,2250,0,3,0,7.7
"749",90,1,21,0,0,0,1,0,0,0,0,0,1,270,0,0,"8",0,0,0,0,1890,0,1,0,6.6
"750",90,0,7,0,0,0,1,0,0,0,0,0,0,180,0,0,"4",0,0,0,0,630,0,1,0,5.1
"751",120,0,16,1,0,0,1,0,0,0,0,0,0,360,0,0,"4",0,0,0,0,1920,0,1,0,7.1
"752",90,1,22,1,0,0,0,0,0,0,1.2e+07,1.08e+09,0,270,3.6e+07,0,"2",0,0,1.2e+07,2.4e+07,1980,0,2,0,6.4
"753",150,0,14,0,0,0,0,0,0,0,5e+06,7.5e+08,0,150,5e+06,0,"12",0,0,0,5e+06,2100,0,1,0,8.7
"754",90,1,75,1,0,0,0,0,0,0,5e+07,4.5e+09,0,270,1.5e+08,0,"8",0,0,5e+07,5e+07,6750,0,1,0,5.5
"755",90,0,23,0,0,0,1,0,0,0,8e+06,7.2e+08,1,180,1.6e+07,0,"2",0,0,0,1.6e+07,2070,0,2,0,6.3
"756",120,1,74,0,0,0,0,0,0,0,5.5e+07,6.6e+09,1,360,1.65e+08,0,"1",0,0,0,5.5e+07,8880,0,1,0,7.8
"757",60,1,11,0,0,0,0,0,0,0,4.5e+07,2.7e+09,0,120,9e+07,0,"4",0,0,0,4.5e+07,660,0,1,0,6.5
"758",90,1,23,1,0,0,0,0,0,0,1.2e+07,1.08e+09,0,270,3.6e+07,0,"1",0,0,1.2e+07,2.4e+07,2070,0,2,0,6.5
"759",60,1,17,0,0,0,1,0,0,0,0,0,0,180,0,0,"3",0,0,0,0,1020,0,1,0,6.8
"760",120,1,21,0,0,0,0,0,0,0,0,0,0,240,0,0,"12",0,0,0,0,2520,1,1,0,7.5
"761",60,1,7,0,0,0,0,0,0,0,0,0,1,120,0,0,"1",0,0,0,0,420,0,2,0,5.7
"762",120,1,17,0,0,0,0,0,0,0,5500000,6.6e+08,0,360,16500000,0,"5",0,0,0,1.1e+07,2040,0,2,0,7.3
"763",90,0,31,0,0,0,1,1,0,0,1.5e+08,1.35e+10,0,270,4.5e+08,0,"7",0,0,0,1.5e+08,2790,0,1,0,6.8
"764",90,1,39,0,0,0,1,0,0,0,1.2e+07,1.08e+09,0,270,3.6e+07,0,"2",0,0,0,1.2e+07,3510,0,1,0,7
"765",90,1,16,0,0,0,1,0,0,0,0,0,0,270,0,0,"2",0,0,0,0,1440,0,2,0,6.4
"766",90,1,26,0,0,0,0,0,0,0,4.4e+07,3.96e+09,0,270,1.32e+08,0,"5",0,0,0,4.4e+07,2340,0,1,0,6.4
"767",90,0,16,1,0,0,1,0,0,0,9.2e+07,8.28e+09,1,270,2.76e+08,0,"11",0,0,9.2e+07,4.6e+08,1440,0,5,0,5.5
"768",120,1,18,0,0,0,0,0,0,0,0,0,1,360,0,0,"12",0,0,0,0,2160,0,1,0,6.5
"769",90,0,15,0,0,0,0,1,0,1,0,0,1,270,0,0,"3",1,0,0,0,1350,0,0,0,6.9
"770",90,1,8,0,0,0,0,0,0,0,950000,85500000,0,180,1900000,0,"9",0,0,0,950000,720,0,1,0,7.2
"771",90,1,6,0,0,0,1,0,0,0,3.7e+07,3.33e+09,0,180,7.4e+07,0,"4",0,0,0,3.7e+07,540,0,1,0,5.5
"772",90,1,15,0,0,0,1,0,0,0,250000,22500000,0,270,750000,0,"4",0,0,0,250000,1350,0,1,0,7.4
"773",90,0,12,0,0,0,0,0,0,0,0,0,0,90,0,0,"1",0,0,0,0,1080,0,2,0,6.6
"774",60,0,15,0,0,0,0,0,0,0,0,0,0,120,0,0,"3",0,0,0,0,900,0,1,0,6.9
"775",90,0,17,0,0,0,1,1,0,0,4e+07,3.6e+09,0,180,8e+07,0,"12",0,0,0,4e+07,1530,0,1,0,5.8
"776",60,1,8,0,0,0,1,1,0,0,0,0,1,180,0,0,"3",0,0,0,0,480,0,1,0,7.1
"777",90,0,22,0,0,0,1,1,0,0,6e+07,5.4e+09,0,270,1.8e+08,0,"12",0,0,0,6e+07,1980,0,1,0,5.4
"778",150,1,24,0,0,0,0,0,0,0,0,0,0,450,0,0,"10",0,0,0,0,3600,0,1,0,6.9
"779",90,0,13,1,0,0,1,0,0,0,0,0,0,270,0,0,"12",0,0,0,0,1170,0,1,0,7.1
"780",60,0,24,0,0,0,1,0,0,1,1.5e+08,9e+09,0,180,4.5e+08,0,"11",0,0,0,1.5e+08,1440,0,1,0,5.8
"781",90,1,73,0,0,0,0,0,0,0,7.6e+07,6.84e+09,0,270,2.28e+08,0,"9",0,0,0,7.6e+07,6570,0,1,0,7.9
"782",60,0,6,0,0,1,0,0,0,0,9e+06,5.4e+08,1,120,1.8e+07,0,"11",0,0,0,9e+06,360,0,1,0,6.5
"783",60,0,10,0,0,1,0,0,0,0,1.3e+07,7.8e+08,0,180,3.9e+07,0,"11",0,0,0,2.6e+07,600,0,2,0,5.6
"784",90,0,9,1,0,0,1,0,0,0,7e+07,6.3e+09,0,270,2.1e+08,0,"9",0,0,7e+07,7e+07,810,0,1,0,5.2
"785",90,1,10,0,0,0,0,0,0,0,0,0,0,270,0,0,"9",0,0,0,0,900,0,1,0,6
"786",60,1,19,1,0,0,0,0,0,0,0,0,0,180,0,0,"8",0,0,0,0,1140,0,1,0,7
"787",120,1,41,0,0,0,0,0,0,0,6e+06,7.2e+08,0,360,1.8e+07,0,"6",0,0,0,1.8e+07,4920,0,3,0,8.3
"788",90,1,19,0,0,0,0,0,0,0,1.5e+07,1.35e+09,1,270,4.5e+07,0,"3",0,0,0,1.5e+07,1710,0,1,0,6.3
"789",120,1,22,0,0,0,0,0,0,0,2.5e+07,3e+09,1,240,5e+07,0,"12",0,0,0,5e+07,2640,0,2,0,7.3
"790",90,1,22,0,0,0,1,0,0,0,3e+06,2.7e+08,0,180,6e+06,0,"9",0,0,0,3e+06,1980,0,1,0,6.5
"791",90,0,5,0,0,0,1,0,0,0,0,0,0,270,0,0,"6",0,0,0,0,450,1,1,0,7.2
"792",60,0,22,0,0,1,0,0,0,0,8e+05,4.8e+07,1,120,1600000,0,"3",0,0,0,8e+05,1320,0,1,0,5.4
"793",90,1,15,0,0,1,0,0,0,0,0,0,0,270,0,0,"12",0,0,0,0,1350,0,1,0,6.6
"794",60,0,7,0,0,0,0,1,0,1,0,0,1,120,0,0,"12",0,0,0,0,420,0,1,0,5.6
"795",90,1,7,0,0,0,0,0,0,0,0,0,0,180,0,0,"1",0,0,0,0,630,1,1,0,6.5
"796",60,0,12,0,0,0,1,1,0,0,0,0,0,180,0,0,"12",0,0,0,0,720,0,1,0,5.6
"797",90,0,17,0,0,0,1,1,0,0,6e+07,5.4e+09,0,180,1.2e+08,0,"11",0,0,0,1.2e+08,1530,0,2,0,5.1
"798",60,1,9,0,0,0,0,0,0,0,1.5e+07,9e+08,0,180,4.5e+07,0,"2",0,0,0,1.5e+07,540,0,1,0,7.1
"799",150,1,12,0,0,0,1,0,0,0,0,0,0,450,0,0,"6",0,0,0,0,1800,0,1,0,6.4
"800",120,1,27,0,0,0,0,0,0,0,3300000,3.96e+08,0,240,6600000,0,"2",0,0,0,3300000,3240,0,1,0,8.7
"801",90,1,13,0,0,0,0,0,0,0,0,0,0,180,0,0,"8",0,0,0,0,1170,0,1,0,7.3
"802",60,0,13,0,0,0,0,1,0,1,8e+06,4.8e+08,1,180,2.4e+07,0,"2",0,0,0,8e+06,780,0,1,0,6
"803",90,0,8,0,0,0,1,1,0,0,3e+06,2.7e+08,0,270,9e+06,0,"12",0,0,0,6e+06,720,0,2,0,5.9
"804",120,1,9,0,0,0,0,0,0,0,0,0,0,240,0,0,"6",0,0,0,0,1080,0,2,0,6.2
"805",90,0,24,1,0,0,0,0,0,0,4e+07,3.6e+09,0,270,1.2e+08,0,"10",0,0,4e+07,4e+07,2160,0,1,0,6
"806",90,1,151,0,0,0,0,0,0,0,835000,75150000,0,180,1670000,0,"4",0,0,0,835000,13590,0,1,0,8.5
"807",90,1,12,0,0,0,1,0,0,0,3e+06,2.7e+08,1,180,6e+06,0,"12",0,0,0,3e+06,1080,0,1,0,7
"808",90,0,39,1,0,1,1,0,0,0,5e+05,4.5e+07,0,270,1500000,0,"11",0,0,5e+05,5e+05,3510,0,1,0,6.4
"809",90,1,12,0,0,0,0,0,0,0,0,0,0,270,0,0,"9",0,0,0,0,1080,0,2,0,6.5
"810",90,1,7,0,0,0,0,0,0,0,0,0,0,180,0,0,"2",0,0,0,0,630,0,1,0,6.2
"811",90,0,18,1,0,0,1,0,0,0,2.5e+07,2.25e+09,0,270,7.5e+07,0,"12",0,0,2.5e+07,2.5e+07,1620,0,1,0,5.4
"812",90,1,16,0,0,0,0,0,0,0,5.5e+07,4.95e+09,0,270,1.65e+08,0,"4",0,0,0,1.1e+08,1440,0,2,0,6.7
"813",60,0,13,1,0,0,0,0,0,0,0,0,1,180,0,0,"9",0,0,0,0,780,0,1,0,6.3
"814",90,0,21,0,0,0,0,1,0,0,5.5e+07,4.95e+09,1,270,1.65e+08,0,"10",0,0,0,5.5e+07,1890,0,1,0,6.5
"815",90,0,22,0,0,0,1,0,0,0,2.6e+07,2.34e+09,0,180,5.2e+07,0,"6",0,0,0,5.2e+07,1980,0,2,0,6.7
"816",90,1,6,0,0,0,1,0,0,0,0,0,1,270,0,0,"10",0,0,0,0,540,0,1,0,5.6
"817",90,1,8,0,0,0,0,0,1,0,0,0,1,180,0,0,"6",0,0,0,0,720,0,1,0,7.2
"818",90,0,19,0,0,0,0,0,0,0,1.5e+07,1.35e+09,0,180,3e+07,0,"3",0,0,0,1.5e+07,1710,0,1,0,6.9
"819",90,0,35,1,0,0,0,0,0,0,1.25e+08,1.125e+10,0,270,3.75e+08,0,"4",0,0,1.25e+08,1.25e+08,3150,0,1,0,5.8
"820",90,1,14,0,0,0,1,0,0,0,0,0,1,270,0,0,"7",0,0,0,0,1260,0,1,0,5.8
"821",90,1,11,0,0,0,0,0,0,0,0,0,0,180,0,0,"3",0,0,0,0,990,0,1,0,6.3
"822",90,1,19,0,0,0,0,0,0,0,0,0,0,270,0,0,"3",0,0,0,0,1710,0,1,0,7.5
"823",90,0,8,0,0,0,1,0,0,0,0,0,0,180,0,0,"9",0,0,0,0,720,0,1,0,6.6
"824",60,0,10,0,0,0,0,0,0,0,2.5e+07,1.5e+09,0,180,7.5e+07,0,"9",0,0,0,2.5e+07,600,0,1,0,6.1
"825",90,1,12,0,0,0,0,0,0,0,0,0,0,270,0,0,"3",0,0,0,0,1080,0,1,0,6.3
"826",120,1,18,1,0,0,0,0,0,0,6.2e+07,7.44e+09,0,360,1.86e+08,0,"8",0,0,6.2e+07,6.2e+07,2160,0,1,0,6.9
"827",90,0,15,0,0,0,1,0,0,0,25000,2250000,0,90,25000,0,"9",0,0,0,25000,1350,0,1,0,7.9
"828",90,0,21,0,0,0,1,0,0,0,5e+06,4.5e+08,0,90,5e+06,0,"5",0,0,0,5e+06,1890,0,1,0,7.5
"829",90,1,24,0,0,0,1,0,0,0,82500000,7.425e+09,0,270,247500000,0,"6",0,0,0,247500000,2160,0,3,0,6.5
"830",90,0,15,1,0,0,0,0,0,0,7e+07,6.3e+09,0,270,2.1e+08,0,"5",0,0,7e+07,7e+07,1350,0,1,0,6.3
"831",90,0,13,0,0,0,0,0,0,0,0,0,0,270,0,0,"9",0,0,0,0,1170,0,2,0,6.6
"832",120,1,20,0,0,0,0,0,0,0,2.5e+07,3e+09,0,360,7.5e+07,0,"9",0,0,0,2.5e+07,2400,0,1,0,6.9
"833",90,1,21,0,0,0,0,0,0,0,0,0,0,270,0,0,"8",0,0,0,0,1890,0,1,0,6.1
"834",90,1,18,0,0,0,0,0,0,0,2.7e+07,2.43e+09,1,180,5.4e+07,0,"12",0,0,0,2.7e+07,1620,0,1,0,7.3
"835",150,1,30,0,0,0,0,0,0,0,1.02e+08,1.53e+10,0,300,2.04e+08,0,"10",0,0,0,1.02e+08,4500,0,1,0,7.6
"836",90,0,41,0,0,0,1,1,0,1,1e+08,9e+09,0,270,3e+08,0,"9",0,0,0,1e+08,3690,0,1,0,7
"837",90,0,15,0,0,0,1,1,0,1,7.8e+07,7.02e+09,0,270,2.34e+08,0,"9",0,0,0,7.8e+07,1350,0,1,0,6.5
"838",60,0,57,1,0,0,0,0,0,0,2.5e+07,1.5e+09,1,180,7.5e+07,0,"1",0,0,2.5e+07,5e+07,3420,0,2,0,7.1
"839",90,0,10,0,0,1,1,0,0,0,8500000,7.65e+08,0,270,25500000,0,"2",0,0,0,8500000,900,0,1,0,5.6
"840",90,0,17,0,0,0,1,0,0,0,1.5e+07,1.35e+09,1,270,4.5e+07,0,"12",0,0,0,3e+07,1530,0,2,0,7.4
"841",90,0,14,0,0,0,1,0,0,0,1.2e+07,1.08e+09,1,180,2.4e+07,0,"7",0,0,0,2.4e+07,1260,0,2,0,6.7
"842",90,0,13,0,0,0,1,0,0,0,0,0,0,180,0,0,"5",0,0,0,0,1170,0,1,0,7.7
"843",120,1,10,0,0,0,0,0,0,0,3e+07,3.6e+09,0,240,6e+07,0,"1",0,0,0,3e+07,1200,0,1,0,7.2
"844",120,1,21,0,0,0,0,0,0,0,1.5e+07,1.8e+09,1,360,4.5e+07,0,"3",0,0,0,1.5e+07,2520,1,1,0,7.5
"845",120,1,4,0,0,0,0,0,0,0,0,0,0,360,0,0,"12",0,0,0,0,480,1,1,0,6.4
"846",60,0,16,0,0,1,1,0,0,0,0,0,1,120,0,0,"8",0,0,0,0,960,0,3,0,5.9
"847",90,1,13,0,0,0,0,0,0,0,2e+07,1.8e+09,0,180,4e+07,0,"7",0,0,0,4e+07,1170,0,2,0,5.7
"848",90,1,41,0,0,0,1,0,0,0,0,0,0,270,0,0,"6",0,0,0,0,3690,0,1,0,6.6
"849",90,1,19,0,0,0,0,0,0,0,7500000,6.75e+08,0,270,22500000,0,"9",0,0,0,7500000,1710,0,1,0,6.3
"850",90,1,47,0,0,0,0,0,0,0,0,0,1,270,0,0,"5",0,1,0,0,4230,0,5,0,7.1
"851",90,1,24,0,0,0,1,0,0,0,0,0,0,270,0,0,"9",0,0,0,0,2160,0,1,0,7
"852",90,0,41,1,0,0,0,0,0,0,5e+05,4.5e+07,1,270,1500000,0,"6",0,0,5e+05,5e+05,3690,0,1,0,6.9
"853",150,1,23,0,0,0,0,0,0,0,7.9e+07,1.185e+10,0,450,2.37e+08,0,"12",0,1,0,7.9e+07,3450,0,1,7.9e+07,7.2
"854",90,1,14,1,0,0,0,0,0,0,0,0,0,270,0,0,"12",0,0,0,0,1260,0,2,0,5.7
"855",120,1,20,0,0,0,0,0,0,0,6.5e+07,7.8e+09,0,360,1.95e+08,0,"8",0,0,0,1.3e+08,2400,0,2,0,7.6
"856",90,1,21,1,0,0,0,0,0,0,8.5e+07,7.65e+09,0,270,2.55e+08,0,"2",0,0,8.5e+07,1.7e+08,1890,0,2,0,5.4
"857",60,1,8,0,0,0,1,0,0,0,0,0,0,180,0,0,"9",0,0,0,0,480,0,1,0,7.2
"858",90,1,18,1,0,0,0,0,0,0,4e+07,3.6e+09,1,270,1.2e+08,0,"7",0,0,4e+07,8e+07,1620,0,2,0,6.4
"859",30,0,14,1,0,0,0,0,0,0,0,0,0,90,0,0,"5",0,0,0,0,420,0,1,0,5.9
"860",90,0,19,0,0,0,0,0,0,0,0,0,0,180,0,0,"4",0,0,0,0,1710,0,2,0,7.2
"861",60,0,7,0,0,0,0,0,0,0,1e+07,6e+08,1,180,3e+07,0,"3",0,0,0,2e+07,420,0,2,0,5.9
"862",60,1,9,0,0,0,0,0,0,0,0,0,0,120,0,0,"3",0,0,0,0,540,0,1,0,7.2
"863",60,0,16,0,0,0,1,0,0,0,0,0,0,120,0,0,"1",1,0,0,0,960,0,1,0,6.9
"864",120,1,5,0,0,0,0,0,0,0,3e+06,3.6e+08,1,360,9e+06,0,"2",0,1,0,3e+06,600,0,1,3e+06,7.4
"865",90,1,4,0,0,0,0,0,0,0,0,0,0,180,0,0,"12",0,1,0,0,360,0,1,0,7.3
